name,timestamp,day,hour,lat,lng,capacity_est,popularity,visitors
Dum Dum Park Yubak Brinda,2025-09-23 12:00:00,Pratipada,12,22.616366,88.393208,4717,major,367
Dum Dum Park Yubak Brinda,2025-09-23 13:00:00,Pratipada,13,22.616366,88.393208,4717,major,355
Dum Dum Park Yubak Brinda,2025-09-23 14:00:00,Pratipada,14,22.616366,88.393208,4717,major,309
Dum Dum Park Yubak Brinda,2025-09-23 15:00:00,Pratipada,15,22.616366,88.393208,4717,major,312
Dum Dum Park Yubak Brinda,2025-09-23 16:00:00,Pratipada,16,22.616366,88.393208,4717,major,336
Dum Dum Park Yubak Brinda,2025-09-23 17:00:00,Pratipada,17,22.616366,88.393208,4717,major,606
Dum Dum Park Yubak Brinda,2025-09-23 18:00:00,Pratipada,18,22.616366,88.393208,4717,major,626
Dum Dum Park Yubak Brinda,2025-09-23 19:00:00,Pratipada,19,22.616366,88.393208,4717,major,701
Dum Dum Park Yubak Brinda,2025-09-23 20:00:00,Pratipada,20,22.616366,88.393208,4717,major,833
Dum Dum Park Yubak Brinda,2025-09-23 21:00:00,Pratipada,21,22.616366,88.393208,4717,major,737
Dum Dum Park Yubak Brinda,2025-09-23 22:00:00,Pratipada,22,22.616366,88.393208,4717,major,1110
Dum Dum Park Yubak Brinda,2025-09-23 23:00:00,Pratipada,23,22.616366,88.393208,4717,major,525
Ekdalia Evergreen,2025-09-23 00:00:00,Pratipada,0,22.5212825,88.3662336,10336,iconic,2971
Ekdalia Evergreen,2025-09-23 01:00:00,Pratipada,1,22.5212825,88.3662336,10336,iconic,2701
Ekdalia Evergreen,2025-09-23 02:00:00,Pratipada,2,22.5212825,88.3662336,10336,iconic,2727
Ekdalia Evergreen,2025-09-23 03:00:00,Pratipada,3,22.5212825,88.3662336,10336,iconic,424
Ekdalia Evergreen,2025-09-23 04:00:00,Pratipada,4,22.5212825,88.3662336,10336,iconic,357
Ekdalia Evergreen,2025-09-23 05:00:00,Pratipada,5,22.5212825,88.3662336,10336,iconic,238
Ekdalia Evergreen,2025-09-23 06:00:00,Pratipada,6,22.5212825,88.3662336,10336,iconic,569
Ekdalia Evergreen,2025-09-23 07:00:00,Pratipada,7,22.5212825,88.3662336,10336,iconic,964
Ekdalia Evergreen,2025-09-23 08:00:00,Pratipada,8,22.5212825,88.3662336,10336,iconic,1069
Ekdalia Evergreen,2025-09-23 09:00:00,Pratipada,9,22.5212825,88.3662336,10336,iconic,859
Ekdalia Evergreen,2025-09-23 10:00:00,Pratipada,10,22.5212825,88.3662336,10336,iconic,869
Ekdalia Evergreen,2025-09-23 11:00:00,Pratipada,11,22.5212825,88.3662336,10336,iconic,968
Ekdalia Evergreen,2025-09-23 12:00:00,Pratipada,12,22.5212825,88.3662336,10336,iconic,1735
Ekdalia Evergreen,2025-09-23 13:00:00,Pratipada,13,22.5212825,88.3662336,10336,iconic,1156
Ekdalia Evergreen,2025-09-23 14:00:00,Pratipada,14,22.5212825,88.3662336,10336,iconic,1258
Ekdalia Evergreen,2025-09-23 15:00:00,Pratipada,15,22.5212825,88.3662336,10336,iconic,1325
Ekdalia Evergreen,2025-09-23 16:00:00,Pratipada,16,22.5212825,88.3662336,10336,iconic,1017
Ekdalia Evergreen,2025-09-23 17:00:00,Pratipada,17,22.5212825,88.3662336,10336,iconic,3058
Ekdalia Evergreen,2025-09-23 18:00:00,Pratipada,18,22.5212825,88.3662336,10336,iconic,2795
Ekdalia Evergreen,2025-09-23 19:00:00,Pratipada,19,22.5212825,88.3662336,10336,iconic,3279
Ekdalia Evergreen,2025-09-23 20:00:00,Pratipada,20,22.5212825,88.3662336,10336,iconic,1927
Ekdalia Evergreen,2025-09-23 21:00:00,Pratipada,21,22.5212825,88.3662336,10336,iconic,2468
Ekdalia Evergreen,2025-09-23 22:00:00,Pratipada,22,22.5212825,88.3662336,10336,iconic,3245
Ekdalia Evergreen,2025-09-23 23:00:00,Pratipada,23,22.5212825,88.3662336,10336,iconic,2366
Garden Reach Sarbojanin,2025-09-23 00:00:00,Pratipada,0,22.498927,88.288742,8267,major,1879
Garden Reach Sarbojanin,2025-09-23 01:00:00,Pratipada,1,22.498927,88.288742,8267,major,1321
Garden Reach Sarbojanin,2025-09-23 02:00:00,Pratipada,2,22.498927,88.288742,8267,major,1311
Garden Reach Sarbojanin,2025-09-23 03:00:00,Pratipada,3,22.498927,88.288742,8267,major,96
Garden Reach Sarbojanin,2025-09-23 04:00:00,Pratipada,4,22.498927,88.288742,8267,major,128
Garden Reach Sarbojanin,2025-09-23 05:00:00,Pratipada,5,22.498927,88.288742,8267,major,174
Garden Reach Sarbojanin,2025-09-23 06:00:00,Pratipada,6,22.498927,88.288742,8267,major,321
Garden Reach Sarbojanin,2025-09-23 07:00:00,Pratipada,7,22.498927,88.288742,8267,major,483
Garden Reach Sarbojanin,2025-09-23 08:00:00,Pratipada,8,22.498927,88.288742,8267,major,379
Garden Reach Sarbojanin,2025-09-23 09:00:00,Pratipada,9,22.498927,88.288742,8267,major,528
Garden Reach Sarbojanin,2025-09-23 10:00:00,Pratipada,10,22.498927,88.288742,8267,major,411
Garden Reach Sarbojanin,2025-09-23 11:00:00,Pratipada,11,22.498927,88.288742,8267,major,450
Garden Reach Sarbojanin,2025-09-23 12:00:00,Pratipada,12,22.498927,88.288742,8267,major,741
Garden Reach Sarbojanin,2025-09-23 13:00:00,Pratipada,13,22.498927,88.288742,8267,major,698
Garden Reach Sarbojanin,2025-09-23 14:00:00,Pratipada,14,22.498927,88.288742,8267,major,612
Garden Reach Sarbojanin,2025-09-23 15:00:00,Pratipada,15,22.498927,88.288742,8267,major,466
Garden Reach Sarbojanin,2025-09-23 16:00:00,Pratipada,16,22.498927,88.288742,8267,major,790
Garden Reach Sarbojanin,2025-09-23 17:00:00,Pratipada,17,22.498927,88.288742,8267,major,1246
Garden Reach Sarbojanin,2025-09-23 18:00:00,Pratipada,18,22.498927,88.288742,8267,major,1450
Garden Reach Sarbojanin,2025-09-23 19:00:00,Pratipada,19,22.498927,88.288742,8267,major,1473
Garden Reach Sarbojanin,2025-09-23 20:00:00,Pratipada,20,22.498927,88.288742,8267,major,1266
Garden Reach Sarbojanin,2025-09-23 21:00:00,Pratipada,21,22.498927,88.288742,8267,major,1430
Garden Reach Sarbojanin,2025-09-23 22:00:00,Pratipada,22,22.498927,88.288742,8267,major,1807
Garden Reach Sarbojanin,2025-09-23 23:00:00,Pratipada,23,22.498927,88.288742,8267,major,1509
Haridevpur 41 Pally,2025-09-23 00:00:00,Pratipada,0,22.513417,88.317923,4926,iconic,1559
Haridevpur 41 Pally,2025-09-23 01:00:00,Pratipada,1,22.513417,88.317923,4926,iconic,1601
Haridevpur 41 Pally,2025-09-23 02:00:00,Pratipada,2,22.513417,88.317923,4926,iconic,1491
Haridevpur 41 Pally,2025-09-23 03:00:00,Pratipada,3,22.513417,88.317923,4926,iconic,134
Haridevpur 41 Pally,2025-09-23 04:00:00,Pratipada,4,22.513417,88.317923,4926,iconic,143
Haridevpur 41 Pally,2025-09-23 05:00:00,Pratipada,5,22.513417,88.317923,4926,iconic,97
Haridevpur 41 Pally,2025-09-23 06:00:00,Pratipada,6,22.513417,88.317923,4926,iconic,363
Haridevpur 41 Pally,2025-09-23 07:00:00,Pratipada,7,22.513417,88.317923,4926,iconic,282
Haridevpur 41 Pally,2025-09-23 08:00:00,Pratipada,8,22.513417,88.317923,4926,iconic,395
Haridevpur 41 Pally,2025-09-23 09:00:00,Pratipada,9,22.513417,88.317923,4926,iconic,458
Haridevpur 41 Pally,2025-09-23 10:00:00,Pratipada,10,22.513417,88.317923,4926,iconic,232
Haridevpur 41 Pally,2025-09-23 11:00:00,Pratipada,11,22.513417,88.317923,4926,iconic,303
Haridevpur 41 Pally,2025-09-23 12:00:00,Pratipada,12,22.513417,88.317923,4926,iconic,645
Haridevpur 41 Pally,2025-09-23 13:00:00,Pratipada,13,22.513417,88.317923,4926,iconic,622
Haridevpur 41 Pally,2025-09-23 14:00:00,Pratipada,14,22.513417,88.317923,4926,iconic,629
Haridevpur 41 Pally,2025-09-23 15:00:00,Pratipada,15,22.513417,88.317923,4926,iconic,727
Haridevpur 41 Pally,2025-09-23 16:00:00,Pratipada,16,22.513417,88.317923,4926,iconic,595
Haridevpur 41 Pally,2025-09-23 17:00:00,Pratipada,17,22.513417,88.317923,4926,iconic,950
Haridevpur 41 Pally,2025-09-23 18:00:00,Pratipada,18,22.513417,88.317923,4926,iconic,1096
Haridevpur 41 Pally,2025-09-23 19:00:00,Pratipada,19,22.513417,88.317923,4926,iconic,1673
Haridevpur 41 Pally,2025-09-23 20:00:00,Pratipada,20,22.513417,88.317923,4926,iconic,1100
Haridevpur 41 Pally,2025-09-23 21:00:00,Pratipada,21,22.513417,88.317923,4926,iconic,1349
Haridevpur 41 Pally,2025-09-23 22:00:00,Pratipada,22,22.513417,88.317923,4926,iconic,1303
Haridevpur 41 Pally,2025-09-23 23:00:00,Pratipada,23,22.513417,88.317923,4926,iconic,1152
Haridevpur Vivekananda Park Athletic Club,2025-09-23 00:00:00,Pratipada,0,22.489804,88.296562,9465,iconic,2590
Haridevpur Vivekananda Park Athletic Club,2025-09-23 01:00:00,Pratipada,1,22.489804,88.296562,9465,iconic,3063
Haridevpur Vivekananda Park Athletic Club,2025-09-23 02:00:00,Pratipada,2,22.489804,88.296562,9465,iconic,3059
Haridevpur Vivekananda Park Athletic Club,2025-09-23 03:00:00,Pratipada,3,22.489804,88.296562,9465,iconic,360
Haridevpur Vivekananda Park Athletic Club,2025-09-23 04:00:00,Pratipada,4,22.489804,88.296562,9465,iconic,173
Haridevpur Vivekananda Park Athletic Club,2025-09-23 05:00:00,Pratipada,5,22.489804,88.296562,9465,iconic,222
Haridevpur Vivekananda Park Athletic Club,2025-09-23 06:00:00,Pratipada,6,22.489804,88.296562,9465,iconic,961
Haridevpur Vivekananda Park Athletic Club,2025-09-23 07:00:00,Pratipada,7,22.489804,88.296562,9465,iconic,878
Haridevpur Vivekananda Park Athletic Club,2025-09-23 08:00:00,Pratipada,8,22.489804,88.296562,9465,iconic,785
Haridevpur Vivekananda Park Athletic Club,2025-09-23 09:00:00,Pratipada,9,22.489804,88.296562,9465,iconic,554
Haridevpur Vivekananda Park Athletic Club,2025-09-23 10:00:00,Pratipada,10,22.489804,88.296562,9465,iconic,1140
Haridevpur Vivekananda Park Athletic Club,2025-09-23 11:00:00,Pratipada,11,22.489804,88.296562,9465,iconic,1031
Haridevpur Vivekananda Park Athletic Club,2025-09-23 12:00:00,Pratipada,12,22.489804,88.296562,9465,iconic,1305
Haridevpur Vivekananda Park Athletic Club,2025-09-23 13:00:00,Pratipada,13,22.489804,88.296562,9465,iconic,1212
Haridevpur Vivekananda Park Athletic Club,2025-09-23 14:00:00,Pratipada,14,22.489804,88.296562,9465,iconic,1521
Haridevpur Vivekananda Park Athletic Club,2025-09-23 15:00:00,Pratipada,15,22.489804,88.296562,9465,iconic,1169
Haridevpur Vivekananda Park Athletic Club,2025-09-23 16:00:00,Pratipada,16,22.489804,88.296562,9465,iconic,1593
Haridevpur Vivekananda Park Athletic Club,2025-09-23 17:00:00,Pratipada,17,22.489804,88.296562,9465,iconic,2242
Haridevpur Vivekananda Park Athletic Club,2025-09-23 18:00:00,Pratipada,18,22.489804,88.296562,9465,iconic,2280
Haridevpur Vivekananda Park Athletic Club,2025-09-23 19:00:00,Pratipada,19,22.489804,88.296562,9465,iconic,1999
Haridevpur Vivekananda Park Athletic Club,2025-09-23 20:00:00,Pratipada,20,22.489804,88.296562,9465,iconic,2445
Haridevpur Vivekananda Park Athletic Club,2025-09-23 21:00:00,Pratipada,21,22.489804,88.296562,9465,iconic,2276
Haridevpur Vivekananda Park Athletic Club,2025-09-23 22:00:00,Pratipada,22,22.489804,88.296562,9465,iconic,1973
Haridevpur Vivekananda Park Athletic Club,2025-09-23 23:00:00,Pratipada,23,22.489804,88.296562,9465,iconic,1969
Hatibagan Sarbojanin,2025-09-23 00:00:00,Pratipada,0,22.671553,88.380602,12425,local,964
Hatibagan Sarbojanin,2025-09-23 01:00:00,Pratipada,1,22.671553,88.380602,12425,local,938
Hatibagan Sarbojanin,2025-09-23 02:00:00,Pratipada,2,22.671553,88.380602,12425,local,1464
Hatibagan Sarbojanin,2025-09-23 03:00:00,Pratipada,3,22.671553,88.380602,12425,local,154
Hatibagan Sarbojanin,2025-09-23 04:00:00,Pratipada,4,22.671553,88.380602,12425,local,134
Hatibagan Sarbojanin,2025-09-23 05:00:00,Pratipada,5,22.671553,88.380602,12425,local,93
Hatibagan Sarbojanin,2025-09-23 06:00:00,Pratipada,6,22.671553,88.380602,12425,local,352
Hatibagan Sarbojanin,2025-09-23 07:00:00,Pratipada,7,22.671553,88.380602,12425,local,301
Hatibagan Sarbojanin,2025-09-23 08:00:00,Pratipada,8,22.671553,88.380602,12425,local,491
Hatibagan Sarbojanin,2025-09-23 09:00:00,Pratipada,9,22.671553,88.380602,12425,local,317
Hatibagan Sarbojanin,2025-09-23 10:00:00,Pratipada,10,22.671553,88.380602,12425,local,417
Hatibagan Sarbojanin,2025-09-23 11:00:00,Pratipada,11,22.671553,88.380602,12425,local,409
Hatibagan Sarbojanin,2025-09-23 12:00:00,Pratipada,12,22.671553,88.380602,12425,local,415
Hatibagan Sarbojanin,2025-09-23 13:00:00,Pratipada,13,22.671553,88.380602,12425,local,489
Hatibagan Sarbojanin,2025-09-23 14:00:00,Pratipada,14,22.671553,88.380602,12425,local,453
Hatibagan Sarbojanin,2025-09-23 15:00:00,Pratipada,15,22.671553,88.380602,12425,local,597
Hatibagan Sarbojanin,2025-09-23 16:00:00,Pratipada,16,22.671553,88.380602,12425,local,663
Hatibagan Sarbojanin,2025-09-23 17:00:00,Pratipada,17,22.671553,88.380602,12425,local,872
Hatibagan Sarbojanin,2025-09-23 18:00:00,Pratipada,18,22.671553,88.380602,12425,local,899
Hatibagan Sarbojanin,2025-09-23 19:00:00,Pratipada,19,22.671553,88.380602,12425,local,1196
Hatibagan Sarbojanin,2025-09-23 20:00:00,Pratipada,20,22.671553,88.380602,12425,local,987
Hatibagan Sarbojanin,2025-09-23 21:00:00,Pratipada,21,22.671553,88.380602,12425,local,1310
Hatibagan Sarbojanin,2025-09-23 22:00:00,Pratipada,22,22.671553,88.380602,12425,local,1002
Hatibagan Sarbojanin,2025-09-23 23:00:00,Pratipada,23,22.671553,88.380602,12425,local,1346
Hindustan Park,2025-09-23 00:00:00,Pratipada,0,22.5180278,88.36173,9174,local,1093
Hindustan Park,2025-09-23 01:00:00,Pratipada,1,22.5180278,88.36173,9174,local,1013
Hindustan Park,2025-09-23 02:00:00,Pratipada,2,22.5180278,88.36173,9174,local,659
Hindustan Park,2025-09-23 03:00:00,Pratipada,3,22.5180278,88.36173,9174,local,79
Hindustan Park,2025-09-23 04:00:00,Pratipada,4,22.5180278,88.36173,9174,local,116
Hindustan Park,2025-09-23 05:00:00,Pratipada,5,22.5180278,88.36173,9174,local,120
Hindustan Park,2025-09-23 06:00:00,Pratipada,6,22.5180278,88.36173,9174,local,221
Hindustan Park,2025-09-23 07:00:00,Pratipada,7,22.5180278,88.36173,9174,local,143
Hindustan Park,2025-09-23 08:00:00,Pratipada,8,22.5180278,88.36173,9174,local,260
Hindustan Park,2025-09-23 09:00:00,Pratipada,9,22.5180278,88.36173,9174,local,206
Hindustan Park,2025-09-23 10:00:00,Pratipada,10,22.5180278,88.36173,9174,local,218
Hindustan Park,2025-09-23 11:00:00,Pratipada,11,22.5180278,88.36173,9174,local,357
Hindustan Park,2025-09-23 12:00:00,Pratipada,12,22.5180278,88.36173,9174,local,363
Hindustan Park,2025-09-23 13:00:00,Pratipada,13,22.5180278,88.36173,9174,local,324
Hindustan Park,2025-09-23 14:00:00,Pratipada,14,22.5180278,88.36173,9174,local,542
Hindustan Park,2025-09-23 15:00:00,Pratipada,15,22.5180278,88.36173,9174,local,525
Hindustan Park,2025-09-23 16:00:00,Pratipada,16,22.5180278,88.36173,9174,local,390
Hindustan Park,2025-09-23 17:00:00,Pratipada,17,22.5180278,88.36173,9174,local,713
Hindustan Park,2025-09-23 18:00:00,Pratipada,18,22.5180278,88.36173,9174,local,814
Hindustan Park,2025-09-23 19:00:00,Pratipada,19,22.5180278,88.36173,9174,local,792
Hindustan Park,2025-09-23 20:00:00,Pratipada,20,22.5180278,88.36173,9174,local,664
Hindustan Park,2025-09-23 21:00:00,Pratipada,21,22.5180278,88.36173,9174,local,1051
Hindustan Park,2025-09-23 22:00:00,Pratipada,22,22.5180278,88.36173,9174,local,581
Hindustan Park,2025-09-23 23:00:00,Pratipada,23,22.5180278,88.36173,9174,local,836
Jodhpur Park,2025-09-23 00:00:00,Pratipada,0,22.5056055,88.363674,7109,major,974
Jodhpur Park,2025-09-23 01:00:00,Pratipada,1,22.5056055,88.363674,7109,major,874
Jodhpur Park,2025-09-23 02:00:00,Pratipada,2,22.5056055,88.363674,7109,major,1136
Jodhpur Park,2025-09-23 03:00:00,Pratipada,3,22.5056055,88.363674,7109,major,121
Jodhpur Park,2025-09-23 04:00:00,Pratipada,4,22.5056055,88.363674,7109,major,103
Jodhpur Park,2025-09-23 05:00:00,Pratipada,5,22.5056055,88.363674,7109,major,172
Jodhpur Park,2025-09-23 06:00:00,Pratipada,6,22.5056055,88.363674,7109,major,393
Jodhpur Park,2025-09-23 07:00:00,Pratipada,7,22.5056055,88.363674,7109,major,421
Jodhpur Park,2025-09-23 08:00:00,Pratipada,8,22.5056055,88.363674,7109,major,320
Jodhpur Park,2025-09-23 09:00:00,Pratipada,9,22.5056055,88.363674,7109,major,374
Jodhpur Park,2025-09-23 10:00:00,Pratipada,10,22.5056055,88.363674,7109,major,349
Jodhpur Park,2025-09-23 11:00:00,Pratipada,11,22.5056055,88.363674,7109,major,350
Jodhpur Park,2025-09-23 12:00:00,Pratipada,12,22.5056055,88.363674,7109,major,581
Jodhpur Park,2025-09-23 13:00:00,Pratipada,13,22.5056055,88.363674,7109,major,632
Jodhpur Park,2025-09-23 14:00:00,Pratipada,14,22.5056055,88.363674,7109,major,510
Jodhpur Park,2025-09-23 15:00:00,Pratipada,15,22.5056055,88.363674,7109,major,674
Jodhpur Park,2025-09-23 16:00:00,Pratipada,16,22.5056055,88.363674,7109,major,438
Jodhpur Park,2025-09-23 17:00:00,Pratipada,17,22.5056055,88.363674,7109,major,1487
Jodhpur Park,2025-09-23 18:00:00,Pratipada,18,22.5056055,88.363674,7109,major,862
Jodhpur Park,2025-09-23 19:00:00,Pratipada,19,22.5056055,88.363674,7109,major,1430
Jodhpur Park,2025-09-23 20:00:00,Pratipada,20,22.5056055,88.363674,7109,major,1323
Jodhpur Park,2025-09-23 21:00:00,Pratipada,21,22.5056055,88.363674,7109,major,986
Jodhpur Park,2025-09-23 22:00:00,Pratipada,22,22.5056055,88.363674,7109,major,1020
Jodhpur Park,2025-09-23 23:00:00,Pratipada,23,22.5056055,88.363674,7109,major,1298
Jorasanko Rajbari,2025-09-23 00:00:00,Pratipada,0,22.573118,88.365268,5837,major,1485
Jorasanko Rajbari,2025-09-23 01:00:00,Pratipada,1,22.573118,88.365268,5837,major,1365
Jorasanko Rajbari,2025-09-23 02:00:00,Pratipada,2,22.573118,88.365268,5837,major,1304
Jorasanko Rajbari,2025-09-23 03:00:00,Pratipada,3,22.573118,88.365268,5837,major,123
Jorasanko Rajbari,2025-09-23 04:00:00,Pratipada,4,22.573118,88.365268,5837,major,92
Jorasanko Rajbari,2025-09-23 05:00:00,Pratipada,5,22.573118,88.365268,5837,major,142
Jorasanko Rajbari,2025-09-23 06:00:00,Pratipada,6,22.573118,88.365268,5837,major,464
Jorasanko Rajbari,2025-09-23 07:00:00,Pratipada,7,22.573118,88.365268,5837,major,271
Jorasanko Rajbari,2025-09-23 08:00:00,Pratipada,8,22.573118,88.365268,5837,major,267
Jorasanko Rajbari,2025-09-23 09:00:00,Pratipada,9,22.573118,88.365268,5837,major,255
Jorasanko Rajbari,2025-09-23 10:00:00,Pratipada,10,22.573118,88.365268,5837,major,410
Jorasanko Rajbari,2025-09-23 11:00:00,Pratipada,11,22.573118,88.365268,5837,major,315
Jorasanko Rajbari,2025-09-23 12:00:00,Pratipada,12,22.573118,88.365268,5837,major,444
Jorasanko Rajbari,2025-09-23 13:00:00,Pratipada,13,22.573118,88.365268,5837,major,461
Jorasanko Rajbari,2025-09-23 14:00:00,Pratipada,14,22.573118,88.365268,5837,major,580
Jorasanko Rajbari,2025-09-23 15:00:00,Pratipada,15,22.573118,88.365268,5837,major,374
Jorasanko Rajbari,2025-09-23 16:00:00,Pratipada,16,22.573118,88.365268,5837,major,552
Jorasanko Rajbari,2025-09-23 17:00:00,Pratipada,17,22.573118,88.365268,5837,major,773
Jorasanko Rajbari,2025-09-23 18:00:00,Pratipada,18,22.573118,88.365268,5837,major,707
Jorasanko Rajbari,2025-09-23 19:00:00,Pratipada,19,22.573118,88.365268,5837,major,836
Jorasanko Rajbari,2025-09-23 20:00:00,Pratipada,20,22.573118,88.365268,5837,major,1050
Jorasanko Rajbari,2025-09-23 21:00:00,Pratipada,21,22.573118,88.365268,5837,major,849
Jorasanko Rajbari,2025-09-23 22:00:00,Pratipada,22,22.573118,88.365268,5837,major,808
Jorasanko Rajbari,2025-09-23 23:00:00,Pratipada,23,22.573118,88.365268,5837,major,1022
Kalighat Milan Sangha,2025-09-23 00:00:00,Pratipada,0,22.5245094,88.3410755,4217,local,531
Kalighat Milan Sangha,2025-09-23 01:00:00,Pratipada,1,22.5245094,88.3410755,4217,local,344
Kalighat Milan Sangha,2025-09-23 02:00:00,Pratipada,2,22.5245094,88.3410755,4217,local,366
Kalighat Milan Sangha,2025-09-23 03:00:00,Pratipada,3,22.5245094,88.3410755,4217,local,39
Kalighat Milan Sangha,2025-09-23 04:00:00,Pratipada,4,22.5245094,88.3410755,4217,local,52
Kalighat Milan Sangha,2025-09-23 05:00:00,Pratipada,5,22.5245094,88.3410755,4217,local,26
Kalighat Milan Sangha,2025-09-23 06:00:00,Pratipada,6,22.5245094,88.3410755,4217,local,116
Kalighat Milan Sangha,2025-09-23 07:00:00,Pratipada,7,22.5245094,88.3410755,4217,local,83
Kalighat Milan Sangha,2025-09-23 08:00:00,Pratipada,8,22.5245094,88.3410755,4217,local,115
Kalighat Milan Sangha,2025-09-23 09:00:00,Pratipada,9,22.5245094,88.3410755,4217,local,106
Kalighat Milan Sangha,2025-09-23 10:00:00,Pratipada,10,22.5245094,88.3410755,4217,local,107
Kalighat Milan Sangha,2025-09-23 11:00:00,Pratipada,11,22.5245094,88.3410755,4217,local,91
Kalighat Milan Sangha,2025-09-23 12:00:00,Pratipada,12,22.5245094,88.3410755,4217,local,186
Kalighat Milan Sangha,2025-09-23 13:00:00,Pratipada,13,22.5245094,88.3410755,4217,local,216
Kalighat Milan Sangha,2025-09-23 14:00:00,Pratipada,14,22.5245094,88.3410755,4217,local,136
Kalighat Milan Sangha,2025-09-23 15:00:00,Pratipada,15,22.5245094,88.3410755,4217,local,165
Kalighat Milan Sangha,2025-09-23 16:00:00,Pratipada,16,22.5245094,88.3410755,4217,local,203
Kalighat Milan Sangha,2025-09-23 17:00:00,Pratipada,17,22.5245094,88.3410755,4217,local,465
Kalighat Milan Sangha,2025-09-23 18:00:00,Pratipada,18,22.5245094,88.3410755,4217,local,425
Kalighat Milan Sangha,2025-09-23 19:00:00,Pratipada,19,22.5245094,88.3410755,4217,local,265
Kalighat Milan Sangha,2025-09-23 20:00:00,Pratipada,20,22.5245094,88.3410755,4217,local,335
Kalighat Milan Sangha,2025-09-23 21:00:00,Pratipada,21,22.5245094,88.3410755,4217,local,389
Kalighat Milan Sangha,2025-09-23 22:00:00,Pratipada,22,22.5245094,88.3410755,4217,local,341
Kalighat Milan Sangha,2025-09-23 23:00:00,Pratipada,23,22.5245094,88.3410755,4217,local,418
Kankurgachi Yubak Sangha,2025-09-23 00:00:00,Pratipada,0,22.592174,88.388656,4171,local,327
Kankurgachi Yubak Sangha,2025-09-23 01:00:00,Pratipada,1,22.592174,88.388656,4171,local,432
Kankurgachi Yubak Sangha,2025-09-23 02:00:00,Pratipada,2,22.592174,88.388656,4171,local,446
Kankurgachi Yubak Sangha,2025-09-23 03:00:00,Pratipada,3,22.592174,88.388656,4171,local,29
Kankurgachi Yubak Sangha,2025-09-23 04:00:00,Pratipada,4,22.592174,88.388656,4171,local,53
Kankurgachi Yubak Sangha,2025-09-23 05:00:00,Pratipada,5,22.592174,88.388656,4171,local,49
Kankurgachi Yubak Sangha,2025-09-23 06:00:00,Pratipada,6,22.592174,88.388656,4171,local,170
Kankurgachi Yubak Sangha,2025-09-23 07:00:00,Pratipada,7,22.592174,88.388656,4171,local,144
Kankurgachi Yubak Sangha,2025-09-23 08:00:00,Pratipada,8,22.592174,88.388656,4171,local,140
Kankurgachi Yubak Sangha,2025-09-23 09:00:00,Pratipada,9,22.592174,88.388656,4171,local,97
Kankurgachi Yubak Sangha,2025-09-23 10:00:00,Pratipada,10,22.592174,88.388656,4171,local,164
Kankurgachi Yubak Sangha,2025-09-23 11:00:00,Pratipada,11,22.592174,88.388656,4171,local,75
Kankurgachi Yubak Sangha,2025-09-23 12:00:00,Pratipada,12,22.592174,88.388656,4171,local,146
Kankurgachi Yubak Sangha,2025-09-23 13:00:00,Pratipada,13,22.592174,88.388656,4171,local,130
Kankurgachi Yubak Sangha,2025-09-23 14:00:00,Pratipada,14,22.592174,88.388656,4171,local,102
Kankurgachi Yubak Sangha,2025-09-23 15:00:00,Pratipada,15,22.592174,88.388656,4171,local,190
Kankurgachi Yubak Sangha,2025-09-23 16:00:00,Pratipada,16,22.592174,88.388656,4171,local,192
Kankurgachi Yubak Sangha,2025-09-23 17:00:00,Pratipada,17,22.592174,88.388656,4171,local,300
Kankurgachi Yubak Sangha,2025-09-23 18:00:00,Pratipada,18,22.592174,88.388656,4171,local,283
Kankurgachi Yubak Sangha,2025-09-23 19:00:00,Pratipada,19,22.592174,88.388656,4171,local,353
Kankurgachi Yubak Sangha,2025-09-23 20:00:00,Pratipada,20,22.592174,88.388656,4171,local,327
Kankurgachi Yubak Sangha,2025-09-23 21:00:00,Pratipada,21,22.592174,88.388656,4171,local,382
Kankurgachi Yubak Sangha,2025-09-23 22:00:00,Pratipada,22,22.592174,88.388656,4171,local,349
Kankurgachi Yubak Sangha,2025-09-23 23:00:00,Pratipada,23,22.592174,88.388656,4171,local,436
Kasba Cultural Association,2025-09-23 00:00:00,Pratipada,0,22.573743,88.341605,13446,major,2598
Kasba Cultural Association,2025-09-23 01:00:00,Pratipada,1,22.573743,88.341605,13446,major,2366
Kasba Cultural Association,2025-09-23 02:00:00,Pratipada,2,22.573743,88.341605,13446,major,2430
Kasba Cultural Association,2025-09-23 03:00:00,Pratipada,3,22.573743,88.341605,13446,major,212
Kasba Cultural Association,2025-09-23 04:00:00,Pratipada,4,22.573743,88.341605,13446,major,286
Kasba Cultural Association,2025-09-23 05:00:00,Pratipada,5,22.573743,88.341605,13446,major,334
Kasba Cultural Association,2025-09-23 06:00:00,Pratipada,6,22.573743,88.341605,13446,major,835
Kasba Cultural Association,2025-09-23 07:00:00,Pratipada,7,22.573743,88.341605,13446,major,931
Kasba Cultural Association,2025-09-23 08:00:00,Pratipada,8,22.573743,88.341605,13446,major,474
Kasba Cultural Association,2025-09-23 09:00:00,Pratipada,9,22.573743,88.341605,13446,major,937
Kasba Cultural Association,2025-09-23 10:00:00,Pratipada,10,22.573743,88.341605,13446,major,668
Kasba Cultural Association,2025-09-23 11:00:00,Pratipada,11,22.573743,88.341605,13446,major,739
Kasba Cultural Association,2025-09-23 12:00:00,Pratipada,12,22.573743,88.341605,13446,major,1134
